user_session,first_event_type,first_hour,first_dayofweek,first_price,brand_missing,category_missing,label
000452e3-cfba-4c6f-93e4-5231fb80a248,view,5,1,31.66,0,1,0
0004877e-8ef5-4ffd-90bf-d293b9973991,view,5,1,17.27,0,1,0
00056e5c-f5b0-464b-84d0-d5d02197c4da,view,3,1,38.61,0,1,0
0005957a-094f-4c99-afd1-448bd7d8139a,view,4,1,241.18,0,0,0
0006852b-f9a2-4d84-b439-acc1f9e6771e,view,3,1,231.64,0,0,0
0006aece-febe-4740-9f5e-bbd83f5212c5,view,5,1,583.28,0,1,0
000c2fd2-561a-4abd-bd21-5e71449b1b78,view,3,1,643.23,0,0,0
000c8aaa-d614-433a-9621-a53629f39fd9,view,3,1,18.92,0,0,0
00104b92-2cd3-440c-9995-e2c86bee04ea,view,5,1,38.59,0,0,0
001259d1-d126-4601-a53e-b511cf3a3152,view,3,1,154.18,0,1,0
001928f2-e689-446a-a5d8-27d8e1018a1c,view,4,1,295.98,0,0,0
001d8e22-de5f-4b4c-a0e5-ca29a4690143,view,4,1,84.91,0,1,0
001d97d0-6783-4877-8cd7-496d40d0119b,view,4,1,432.44,0,1,0
001f8c1d-dc62-4f75-9339-fda1772626f4,view,2,1,113.59,1,1,0
00206782-a3f9-4de6-94e2-6505bdae6c27,view,4,1,116.09,1,1,0
0020f3c3-71cd-4d8f-8a1e-e559f7979a4d,view,4,1,36.01,0,0,0
00216f71-ed96-47b3-93ec-124530b13a07,view,5,1,1740.04,0,0,0
002170fe-a352-4f75-b50c-88daa948f41d,view,4,1,67.78,1,1,0
0021f65c-e446-46e0-a93b-35471cd55334,view,5,1,257.15,0,0,0
00226e0b-b3c0-4e0d-8ee3-ebb26f1e4dbe,view,5,1,26.74,1,0,0
00229e0b-30a5-4eb9-9b00-cb2ea5f91454,view,5,1,455.35,0,0,0
002411e5-4d58-43e0-8fe2-4991cd525d0e,view,5,1,51.22,0,0,0
00242532-a09f-4159-bc7b-c1cd699dc990,view,6,1,395.1,0,0,0
0024d84c-57e0-4844-9fc3-06213a985d38,view,5,1,348.44,0,0,0
002680dd-b122-4f90-98a0-3453db1f1c72,view,4,1,463.31,1,1,0
002739d4-9097-4c71-a871-98a83a645ce6,view,4,1,738.61,0,0,0
0028df74-0ddc-4d62-8ff6-bc263d4a172c,view,4,1,157.79,0,1,0
0029707a-c11a-4c1d-aaec-f27a882eb458,view,4,1,666.62,0,0,0
002ccd2c-50f7-4122-963b-fb6a907e414c,view,5,1,871.07,0,0,1
002e9997-595f-448e-b7da-7ef10c2e3590,view,4,1,23.14,1,0,0
0031f675-f468-4b38-b5b4-b18fdf32d521,view,5,1,587.56,0,0,0
00322ee2-5eec-4647-9499-eae70633ec5b,view,2,1,1181.5,0,0,0
00334c2e-e8e5-463f-ae4e-f44f9796ccf4,view,0,1,1541.61,0,0,0
00399d10-e0d3-4d17-9760-30c42851777c,view,3,1,1012.19,0,0,0
0039d515-f407-4ca3-9309-3d7064841996,view,4,1,161.93,0,0,0
003bed4d-9bf0-4f48-bab5-8424f4ba0762,view,3,1,348.53,0,0,0
003c5e9b-0130-4312-b024-a2dcb4894d1a,view,4,1,33.44,0,0,0
003ce0bd-12e7-4866-a3ba-2e909de984b5,view,5,1,141.29,1,1,0
003daffc-1bcf-4b31-9ece-7ed624982967,view,5,1,1634.51,0,0,0
003e20f1-1013-407c-9931-0250934600bd,view,3,1,103.73,0,1,0
00405c40-410f-4956-86a2-a77f305ce307,view,4,1,746.48,0,0,0
004217bc-db01-4503-a6cf-e00a2ea732ae,view,3,1,22.39,0,0,0
0042db57-8871-4e87-aab1-e61538040b2a,view,5,1,123.53,0,1,0
00435b6c-dc08-42f8-9e04-2286bb8fbb7c,view,4,1,383.51,0,0,0
0043d905-2c15-49e8-bd54-cb3db0de78ca,view,2,1,871.14,0,0,0
00440e88-8d68-42b3-9173-645586a49511,view,5,1,102.94,0,0,0
0044832e-1061-4318-b12d-bd3b27be2507,view,5,1,1205.23,0,0,0
